"ACAN"	"AIM1L"	"CDH24"	"CDKN2A"	"CENPE"	"CLEC4M"	"FAM83F"	"GNAZ"	"KDM8"	"KIF18A"	"LPL"	"MYOM2"	"PRAMEF9"	"PZP"	"SEMA5B"	"cg02871891"
"305"	4.247927513	6.714245518	6.741466986	8.294620749	7.033423002	0	0	8.689997971	9.002815016	5.357552005	6.942514505	4.95419631	0	2	6.426264755	0.879815613
"221"	5.64385619	3	8.224001674	9.612868497	8.672425342	0	7.6794801	7.330916878	10.38694025	8.353146825	7.321928095	0	2.321928095	3.584962501	7.622051819	0.924548601
"164"	5	6.894817763	5.672425342	6.491853096	7.714245518	0	1	6.727920455	7.392317423	7.108524457	6.942514505	3.584962501	0	2.321928095	8.071462363	0.536498992
"147"	2	5.672425342	7.392317423	9.980139578	7.409390936	0	0	8.118941073	8.016808288	5.459431619	7.321928095	5.781359714	3	2	7.21916852	0.900966488
"132"	3.459431619	7.189824559	5.491853096	8.011227255	8.727920455	0	0	8.731319031	8.434628228	7.515699838	7.044394119	3.321928095	0	1	6.672425342	0.858247504
"25"	6.50779464	5.977279923	8.588714636	9.73470962	8.980139578	0	0	9.169925001	8.344295908	7.339850003	6.686500527	3	6.303780748	2	7.087462841	0.860646264
"211"	2	5.392317423	5.357552005	8.515699838	5.781359714	1.584962501	1	7.285402219	10.05120894	5	8.499845887	7.14974712	0	3.700439718	6.700439718	0.820820492
"347"	0	3.169925001	4.247927513	5.129283017	4	11.47725232	6.285402219	4.754887502	11.28886607	2.584962501	6.426264755	7.366322214	1	13.16223396	4.087462841	0.322418651
"100"	5.426264755	4.392317423	4.754887502	8.700439718	7.95419631	0	1	10.28771238	10.8008999	7.499845887	8.154818109	1	8.661778098	0	7.169925001	0.693970434
"270"	4.700439718	7.357552005	3.321928095	8.14974712	6.06608919	0	0	8.071462363	6.977279923	5.807354922	7.199672345	2	0	3.459431619	7.159871337	0.896429029
"264"	5.727920455	3.459431619	6.442943496	8.087462841	8.113742166	0	0	5.807354922	7.554588852	6.741466986	7.276124405	4.087462841	1	3.321928095	5.906890596	0.909669521
"396"	4.754887502	7.813781191	5.584962501	8.625708843	7.392317423	0	3.321928095	11.30947635	8.271463028	6.569855608	7.459431619	0	0	2.807354922	7.741466986	0.935541398
"287"	1	8.430452552	6.584962501	10.39981196	7.636624621	1.584962501	0	5.491853096	6.442943496	6.754887502	7.011227255	4.584962501	0	0	6.539158811	0.887584314
"92"	6.357552005	4.087462841	6.339850003	4.247927513	6.584962501	0	0	9.030667136	6.569855608	5.426264755	6.845490051	2.807354922	1.584962501	1.584962501	9.019590728	0.878072286
"232"	6.247927513	7.055282436	6.768184325	4	9.28771238	0	0	9.605479518	7.592457037	7.189824559	6.930737338	4.087462841	0	2.321928095	7.076815597	0.895291067
"224"	1.584962501	1.584962501	7.044394119	6.409390936	6.539158811	0	0	10.53527538	8.46760555	4.807354922	8.829722735	7.330916878	0	1	7.658211483	0.855621166
"88"	0	5.285402219	6.022367813	7.584962501	6.539158811	7.807354922	2.321928095	5.554588852	8.6794801	5.357552005	7.73470962	6.686500527	0	3.169925001	6.285402219	0.921963647
"317"	2	5.044394119	6.965784285	6.672425342	7.357552005	0	3	8.189824559	7.577428828	6.930737338	6.894817763	6.942514505	0	3.584962501	7.845490051	0.915447762
